MODEL
TEST MODEL 
ISOTROPIC 
KGS 
FLAT EARTH 
1-D 
CONSTANT VELOCITY 
LINE08 
LINE09 
LINE10 
LINE11 
 HR         VP       VS         RHO    QP    QS    ETAP  ETAS FREFP FREFS 
-0.182000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
0.772000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
1.249000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
1.933000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
2.203000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
2.680000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
3.157000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
3.634000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
4.588000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
5.065000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
5.542000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
6.019000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
7.054000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
7.927000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
8.881000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
9.834000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
10.853000    	  5.967778    	  3.449583   	  2.750000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
11.742000    	  6.406185    	  3.702997   	  2.850000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
12.696000    	  6.406185    	  3.702997   	  2.850000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
13.650000    	  6.406185    	  3.702997   	  2.850000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
15.558000    	  6.406185    	  3.702997   	  2.850000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
17.466000    	  6.406185    	  3.702997   	  2.850000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
19.374000    	  6.406185    	  3.702997   	  2.850000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
21.000000    	  6.406185    	  3.702997   	  2.850000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
23.190000    	  6.778813    	  3.918389   	  2.950000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
25.911000    	  6.778813    	  3.918389   	  2.950000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
27.006000    	  6.778813    	  3.918389   	  2.950000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
28.913000    	  6.778813    	  3.918389   	  2.950000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
30.821000    	  6.778813    	  3.918389   	  2.950000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
32.000000    	  6.778813    	  3.918389   	  2.950000   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
34.637000    	  7.966000    	  4.551000   	  3.305551   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
37.499000    	  7.963000    	  4.545000   	  3.304688   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
40.361000    	  7.966000    	  4.541000   	  3.304472   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
43.223000    	  7.980000    	  4.541000   	  3.305308   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
46.085000    	  7.991000    	  4.540000   	  3.315500   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
48.946000    	  7.997000    	  4.537000   	  3.315847   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
51.808000    	  7.991000    	  4.529000   	  3.315901   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
54.670000    	  8.000000    	  4.528000   	  3.316123   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
57.532000    	  7.991000    	  4.517000   	  3.316122   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
60.394000    	  8.006000    	  4.519000   	  3.317738   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
63.256000    	  8.003000    	  4.511000   	  3.318669   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
66.118000    	  7.999000    	  4.506000   	  3.319153   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
70.887000    	  7.998000    	  4.495000   	  3.319026   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
75.657000    	  8.004000    	  4.489000   	  3.319845   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
80.427000    	  7.993000    	  4.475000   	  3.319836   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
85.197000    	  7.991000    	  4.462000   	  3.320858   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
89.966000    	  7.989000    	  4.453000   	  3.321034   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
94.736000    	  7.985000    	  4.438000   	  3.321372   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
99.506000    	  7.975000    	  4.424000   	  3.321569   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
104.276000    	  7.964000    	  4.405000   	  3.321732   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
109.249000    	  7.959000    	  4.390000   	  3.321970   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
113.815000    	  8.008000    	  4.413000   	  3.322705   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
118.585000    	  8.018000    	  4.413000   	  3.326657   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
123.355000    	  8.030000    	  4.415000   	  3.330566   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
128.124000    	  8.047000    	  4.421000   	  3.334818   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
132.894000    	  8.055000    	  4.420000   	  3.338464   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
137.664000    	  8.068000    	  4.424000   	  3.342388   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
142.434000    	  8.082000    	  4.426000   	  3.346267   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
147.203000    	  8.088000    	  4.427000   	  3.350087   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
151.973000    	  8.105000    	  4.434000   	  3.354261   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
156.743000    	  8.124000    	  4.441000   	  3.359126   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
161.513000    	  8.135000    	  4.445000   	  3.363538   	   200.0   	  100  	 0.0 	  0.0 	  1.0  	 1.0 
